action,video_title,video_link,author_name,author_link
liked,"SG Lewis - All We Have (Visualiser) ft. Lastlings",https://youtube.com/watch?v=f01RIEWYcFk,"SGLewisVEVO",https://youtube.com/channel/UC8e0RHkJN-B0lUrh2ikY6yA
liked,"Kronica smoke music video by Califa Thugs",https://youtube.com/watch?v=n4SrEcWuwWw,"Diablo Entertaiment",https://youtube.com/channel/UCcbFUh76YmiMqx1-6CWZnXA
liked,"DJEXON - NA TUDJA PLUĆA JA SAM LJUBOMORAN (Official Video)",https://youtube.com/watch?v=mQHRt9Jy8vI,"Malahit Digital",https://youtube.com/channel/UCTulVPYCGvmY7vq3IlFhC1Q
liked,"Heavy In The Game",https://youtube.com/watch?v=SvLtjP_v7g8,"2Pac - Topic",https://youtube.com/channel/UC5RrGzC-JXglhFW5NhT4r6w
liked,"LP Giobbi - 'All In A Dream (feat. DJ Tennis & Joseph Ashworth)' (Official Audio)",https://youtube.com/watch?v=7Urnx2XYmp0,"LP Giobbi",https://youtube.com/channel/UCEjLlx9Gsi76cfggHDSoakQ
liked,"Shef Sale(Beogradski Sindikat) Ritam mog grada",https://youtube.com/watch?v=UjzTOfbu9sI,"PANCIRRRTV",https://youtube.com/channel/UCgGSd8nMfewQHSPdCxl9Wig
liked,"Ой, Сербине, Сербиночку but it's drill style by liutsovych",https://youtube.com/watch?v=hJjsf3lCuTQ,"LIUTSOVYCH",https://youtube.com/channel/UCzMZFQ6uSMo1Svrzyup_Wdg
liked,"Sam Aaron live coding an ambient electro set w/ Sonic Pi",https://youtube.com/watch?v=G1m0aX9Lpts,"Sam Aaron",https://youtube.com/channel/UCQB04t2hxSBVTjxpbIHdI-w
liked,"2. I MONSTER - Daydream In Blue",https://youtube.com/watch?v=BhB6Lb7_kN8,"Dharma Records",https://youtube.com/channel/UCHNmcZEtq3DxoFWJnxvb-5w
disliked,"Melodic House Mix 2022 | Sultan + Shepard, Ben Böhmer, Nora En Pure, Eli & Fur, Tale Of Us |  04",https://youtube.com/watch?v=cgk1VJM_Bj8,"Melodizon",https://youtube.com/channel/UC1-fdOPyLXsmaVJ8fFh9cMg
liked,"Subsonica - Nuvole Rapide",https://youtube.com/watch?v=TpEs2lBWCO0,"SubsonicaVEVO",https://youtube.com/channel/UC43xVNs0QgMFYZqkQ5yxY8A
liked,"Pazza",https://youtube.com/watch?v=Gf9hORp0CB4,"RussoskyTv",https://youtube.com/channel/UCJWh3dO6TEz0ufYOUTXC8vw
liked,"Corto circuito",https://youtube.com/watch?v=PbxuXxNTXdc,"99 Posse - Topic",https://youtube.com/channel/UCckI1OvytSStDWWQuBO8AAw
liked,"L'anguilla",https://youtube.com/watch?v=eXHhKi_TUvM,"99 Posse - Topic",https://youtube.com/channel/UCckI1OvytSStDWWQuBO8AAw
liked,"Show Me How",https://youtube.com/watch?v=wSTYIyQxfPQ,"Men I Trust - Topic",https://youtube.com/channel/UCaPOa_Tg0TThuYSVtUEXb8g
liked,"There From Here",https://youtube.com/watch?v=0G3Jm5z8yk0,"Phosphorescent - Topic",https://youtube.com/channel/UCxZ-f93PiINbcJM4jURCg5w
liked,"Houce & Tristan Armes - Your Embrace (Extended Mix)",https://youtube.com/watch?v=cJNea7ic4e4,"Progressive Penguin",https://youtube.com/channel/UC2ZjOZopDTV1STcDS3_6hDA
liked,"Pale Light",https://youtube.com/watch?v=e9e2zPpG5zE,"Skeler - Topic",https://youtube.com/channel/UCu4zUOwY7Wxns3Fyt_Mrc1w
liked,"Ariete - L'ULTIMA NOTTE Testo / Lyrics",https://youtube.com/watch?v=jrayquaEEXI,"locarm",https://youtube.com/channel/UCo5HVWi34NGoeUQkZnfLy7Q
liked,"Furcloud & Fløa - Late Hours",https://youtube.com/watch?v=Wp0Fzdk36qc,"Colorize",https://youtube.com/channel/UC0N5WnyEJPWvPdETBRN0dkg
liked,"Grizzly Bear - Slow Life",https://youtube.com/watch?v=D6o3Ja4P3Wk,"MortyAvril",https://youtube.com/channel/UCOyhEx4LxaruMOTOt_4z50A
liked,"Doja Cat - Need to Know (Skeler Remix - N i g h t D r i v e スケラー PART II)",https://youtube.com/watch?v=-1YGJBKBpLI,"Street Wave",https://youtube.com/channel/UCGUvOIvZ0B0gLv2ctDw6ihQ
liked,"KALUSH - Давай начистоту (feat. Skofka)",https://youtube.com/watch?v=sr-GqKwhihE,"KALUSH",https://youtube.com/channel/UCWJULrY4qhbj0pqnNOrYETg
liked,"The Website is Down #1: Sales Guy vs. Web Dude",https://youtube.com/watch?v=uRGljemfwUE,"Josh Weinberg",https://youtube.com/channel/UCGPIwbu3YyixeLfwar9Eltg
liked,"YouTube as a form of hard drive (Read description)",https://youtube.com/watch?v=8I4fd_Sap-g,"HistidineDwarf",https://youtube.com/channel/UC9yOoyuHyFwTTrw47GKKp8w
liked,"GPT-4 Developer Livestream",https://youtube.com/watch?v=outcGtbnMuQ,"OpenAI",https://youtube.com/channel/UCXZCJLdBC09xxGZ6gcdrc6A
disliked,"Still Corners - Endless Summer [OFFICIAL VIDEO]",https://youtube.com/watch?v=Wvgb-HkxGaw,"Sub Pop",https://youtube.com/channel/UCsgEkEWaXKQwrhlLHFbcQFw
liked,"Let's build GPT: from scratch, in code, spelled out.",https://youtube.com/watch?v=kCc8FmEb1nY,"Andrej Karpathy",https://youtube.com/channel/UCXUPKJO5MZQN11PqgIvyuvQ
liked,"Nando Fortunato - Important Story",https://youtube.com/watch?v=ub74AnmnLhM,"Deep Territory",https://youtube.com/channel/UCnfmB-zAnhvM13i8CczCA6g
liked,"Hold Me Closer",https://youtube.com/watch?v=PKCNoYDkTOA,"Sultan + Shepard - Topic",https://youtube.com/channel/UCU2d6Vg6hp0vJb8K0krR5_g
liked,"Kris Davis & Yost -  Relentless (Martin Roth Remix)",https://youtube.com/watch?v=tcZPLCUHe6c,"Mostra Met",https://youtube.com/channel/UC1bamR9OBmCSU6HGML5EY1Q
liked,"KALUSH - Хвилі (feat. Jerry Heil)",https://youtube.com/watch?v=wB-BkVzcadM,"KALUSH",https://youtube.com/channel/UCWJULrY4qhbj0pqnNOrYETg
liked,"Mr.Kitty - Habits (feat. PASTEL GHOST) (Official Video)",https://youtube.com/watch?v=nld6DBwYI3k,"Mr.Kitty Official",https://youtube.com/channel/UC7C0JKhMViaCv7AUubtEMng
liked,"SKELER. - FALLING APART / FEAT. HOLLY DRUMMOND",https://youtube.com/watch?v=gNGZy6wQ2bE,"THRONED",https://youtube.com/channel/UCBQ-qlL0VKwrSIFS4DI-Zag
liked,"Il liberismo ha i giorni contati",https://youtube.com/watch?v=rpkPaDI5Oq8,"Baustelle - Topic",https://youtube.com/channel/UCXZg-o_TN5fiH3TYDbATZhA
liked,"CHAKRA - Vasco Brondi - Le luci della centrale elettrica - TERRA",https://youtube.com/watch?v=aPM5dCTBq4Q,"Vasco Brondi",https://youtube.com/channel/UCNipSQmjzZw5ZaNwV9Elw4w
liked,"KALUSH - Зорі",https://youtube.com/watch?v=5p-IJhnyQMM,"KALUSH",https://youtube.com/channel/UCWJULrY4qhbj0pqnNOrYETg
liked,"Arthur Robert - Kinship [PLTM015]",https://youtube.com/watch?v=KLmjyMIFkjI,"Acidalia",https://youtube.com/channel/UCHDpIe2xSMBeNjrOcGRlZIg
liked,"ILLENIUM - Luv Me A Little (feat. Nina Nesbitt)",https://youtube.com/watch?v=sOa9368eY1c,"Neon City",https://youtube.com/channel/UC24rfa36ZALGbYD9p0dJ_5w
liked,"THE LAST OF US 2 All Cutscenes Full Movie HD",https://youtube.com/watch?v=Iss5bRQ7yVM,"MKIceAndFire",https://youtube.com/channel/UC1bwliGvJogr7cWK0nT2Eag
liked,"Oh, Lover",https://youtube.com/watch?v=5iQns6z79oA,"Röyksopp - Topic",https://youtube.com/channel/UCavOXoVuq__PIq9W6E-xT6A
liked,"ESTRADARADA - Вите Надо Выйти (Official Music Video)",https://youtube.com/watch?v=HO6ebtWczX8,"ESTRADARADA",https://youtube.com/channel/UCrhVgfESOkz66vFxl3JyuOg
liked,"БЕЗ ОБМЕЖЕНЬ – Без неї ніяк (Прем'єра 2016)  Український хіт 2016",https://youtube.com/watch?v=TJ3Ci4yeQpA,"БЕЗ ОБМЕЖЕНЬ",https://youtube.com/channel/UCgoVxhljnlgwUlMw5k8_Cjg
liked,"Воплі Відоплясова - Червоні коні | Audio [Acoustic]",https://youtube.com/watch?v=ueJJM8m29Jw,"Воплі Відоплясова",https://youtube.com/channel/UCMQ3o3hNHCL-ypGJfbehQrQ
liked,"Ne me quitte pas",https://youtube.com/watch?v=VzFBGx5vlCI,"Gino Paoli - Topic",https://youtube.com/channel/UCtIuntH9UCQax1Rap_ToK-g
liked,"How to use AI Art and ChatGPT to Create a Insane Web Designs",https://youtube.com/watch?v=8I3NTE4cn5s,"Codex Community",https://youtube.com/channel/UCgkx40oeL6X9l93iT0sHxgg
liked,"Luigi Tozzi - Dream Liquid",https://youtube.com/watch?v=4G7hx0MJqVE,"Hypnus Records",https://youtube.com/channel/UCwmxCcOq_TEEN8u_nO5X5sw
liked,"Rusez1 - Before",https://youtube.com/watch?v=e9i3-JsQET0,"Rusez1",https://youtube.com/channel/UCfecy1MyfCgvwUXSay5sGNQ
liked,"Chico & Qatoshi - Допоможе ЗСУ",https://youtube.com/watch?v=jeQOYnhS90U,"Україна понад усе!",https://youtube.com/channel/UCZsCkW4wmrGKvBVPZ6yUTVw
liked,"ЛУНА - Free Love (Official Video)",https://youtube.com/watch?v=Ssb2AMR-kEo,"ЛУНА",https://youtube.com/channel/UCB8PAT9OeSc-Wb_Pg_sr2EA
liked,"ЛУНА - Пташка (Official video)",https://youtube.com/watch?v=A8QapVZnGtU,"ЛУНА",https://youtube.com/channel/UCB8PAT9OeSc-Wb_Pg_sr2EA
liked,"Mr.Kitty - Lost Children",https://youtube.com/watch?v=DGDWb1IkEGs,"Mr.Kitty Official",https://youtube.com/channel/UC7C0JKhMViaCv7AUubtEMng
liked,"Концерт ""Х"" - Квартет Назгуль Шукаевой И Владислава Бучко",https://youtube.com/watch?v=zhVXrFWqC_Q,"Влада Бучко",https://youtube.com/channel/UCM5BJiSdlRgIXd8pPvnpy8A
liked,"Влада Бучко - Моя | Прем'єра кліпу",https://youtube.com/watch?v=gnaXXZJ28kY,"Влада Бучко",https://youtube.com/channel/UCM5BJiSdlRgIXd8pPvnpy8A
liked,"Ikigai",https://youtube.com/watch?v=Hrn-W-VrMUU,"Burn Water - Topic",https://youtube.com/channel/UCTn145pkiWKmnDg_w3yf3Ow
liked,"girl in red - we fell in love in october",https://youtube.com/watch?v=iggmiF7DNoM,"girl in red",https://youtube.com/channel/UCwlHDQ83jgF1crd6XXzSmIA
liked,"Fool - Music Video",https://youtube.com/watch?v=6AFPzYG01bo,"future.exboyfriend",https://youtube.com/channel/UCldI6Y0DjWX8ZD1lHikhSAg
liked,"Blood Cultures - Set it on Fire (Official Music Video)",https://youtube.com/watch?v=FQUFBkYmc6U,"Blood Cultures",https://youtube.com/channel/UCVjZzRo8TXwKxCKe_ArhWBw
liked,"Mr.Kitty - 0% Angel",https://youtube.com/watch?v=5FzbYVSOsY8,"Mr.Kitty Official",https://youtube.com/channel/UC7C0JKhMViaCv7AUubtEMng
liked,"Все було так",https://youtube.com/watch?v=3UtmBgtA6jE,"The Hardkiss - Topic",https://youtube.com/channel/UC-1FEDJKbjpVfsKEl2cyE5w
liked,"The ВЙО - Зорі (official)",https://youtube.com/watch?v=IVS5vVCpAAo,"The Vyo",https://youtube.com/channel/UC9XGh6cHuRP0_vbBNAmvIYQ
liked,"KOLA - Чи разом?",https://youtube.com/watch?v=zziNhc6ECZA,"KOLA",https://youtube.com/channel/UC2Oou3cBAjTbHbkcMahCOZA
liked,"Скрябін - Старі фотографії - Skryabin (Official Video)",https://youtube.com/watch?v=n9NZSW4xTE0,"Lavinamusic",https://youtube.com/channel/UCVinEUGWoLPNnFtnbcP-y_g
liked,[deleted],https://youtube.com/watch?v=EmGnUIfUy4U,[deleted],[deleted]
liked,"Гімн Оборони України-Браття Українці ВоваГейзер&Оркестри силових структур Збройних сил України",https://youtube.com/watch?v=qO84An0KcKU,"ГУРТ ШАБЛЯ",https://youtube.com/channel/UClxKrF7ourV0vUBpnfehXpg
liked,"""Браття українці"" Шабля. Як грати на гітарі, акорди",https://youtube.com/watch?v=YkaUMwZt6v0,"За Лаштунками Пісні",https://youtube.com/channel/UCfP9t7fCdHxU6ccMOPee6lA
liked,"Мій Лицарський Хрест. Донецький Аеропорт.",https://youtube.com/watch?v=bhkNqGX3kpc,"STORYTELLERS",https://youtube.com/channel/UCe9nFLpWqFm9BkGiGyydUFg
liked,"КИНО — Когда твоя девушка больна Live 2022",https://youtube.com/watch?v=Dy3qLNZyDZA,"Группа КИНО",https://youtube.com/channel/UCX2Zz28HLCAO5NCSd5Y-Dgw
liked,"Скрябін - Мам",https://youtube.com/watch?v=-vqoUmQgT1M,"Radial by The Orchard",https://youtube.com/channel/UChCDNXr_7WGYGcVsk6JuboQ
disliked,"Aly & Fila with Deirdre McLaughlin - Gravity",https://youtube.com/watch?v=SnONYZxiq60,"Aly & Fila",https://youtube.com/channel/UCNVeD_tHABqF-fvbe20ZsPA
liked,"Chakra",https://youtube.com/watch?v=j6I4azlRpKU,"Vasco Brondi - Topic",https://youtube.com/channel/UCYG2J63f3XQ00p1gi_HkkeA
liked,"Claptone - Queen Of Ice ft. Dizzy (Nora En Pure Remix)",https://youtube.com/watch?v=PtDg0R8M50g,"CLAPTONE",https://youtube.com/channel/UC7ZRAt7eWXsmanQ3x4EWmZw
liked,"Miss a Thing",https://youtube.com/watch?v=g6XUf3IVK98,"Kylie Minogue - Topic",https://youtube.com/channel/UCSyCovCbUAnejYPJhvaP7sg
liked,"Polyphia - Ego Death feat. Steve Vai (Official Music Video)",https://youtube.com/watch?v=1JNmz17gnMw,"Polyphia",https://youtube.com/channel/UCDe08Fs0s0YKJuk5h45csAQ
saved,"Kevin Ayers-Shooting at the moon-1972",https://youtube.com/watch?v=null,"Jorge Luis Tineo",https://youtube.com/channel/UCS7Z2py5G2PzGIWMKPeKT9Q
liked,"CRi feat. Bernache - From Me (CRi Remix) [Live Session]",https://youtube.com/watch?v=qj2m6zxdGE8,"Anjunadeep",https://youtube.com/channel/UCbDgBFAketcO26wz-pR6OKA
liked,"Le Youth - Underwater (Official Lyric Video)",https://youtube.com/watch?v=uFbToqClzQE,"Armada Music TV",https://youtube.com/channel/UCGZXYc32ri4D0gSLPf2pZXQ
liked,"Chair Flying - Traffic Pattern in Cessna 172N",https://youtube.com/watch?v=NN2W1Psn-CI,"CFfly - Chase Franzen",https://youtube.com/channel/UCbzTAZePUwhoAtca26Aoo4g
disliked,"Pilot hits bird | Emergency Landing Real ATC",https://youtube.com/watch?v=FwweF7Fkuco,"Qappz | Educational Flights",https://youtube.com/channel/UCg-uRWGivfrGLlx2FbQ-S8A
liked,"Akua Naru - Poetry: How Does It Feel Now??? [Live Performance]",https://youtube.com/watch?v=fZoMzWraS_c,"SoulCulture",https://youtube.com/channel/UC9KxxJ8dtNsuVIdVI--ZI6A
disliked,"Black (feat. Norah Jones)",https://youtube.com/watch?v=OiKuW3xXwmA,"Danger Mouse - Topic",https://youtube.com/channel/UC5174GK88E8jwZC_TDIKJGQ
liked,"Röyksopp - Me&Youphoria (Official Visualiser)",https://youtube.com/watch?v=8Q6SywN8uVQ,"Röyksopp",https://youtube.com/channel/UC9lmMDVtBa6Hppy8Ehfpwpg
liked,"Outside",https://youtube.com/watch?v=-06gtYAoMeA,"MorMor - Topic",https://youtube.com/channel/UCXOqaj-jUbDiLSm8ZKIHvZQ
disliked,"Vulnerable (Seven24 & S.A.T Remix)",https://youtube.com/watch?v=Fm7ALUhxr00,"Ana Criado - Topic",https://youtube.com/channel/UCrRytqFKqkBeCUAmlRx4jhg
liked,"Spirit - Taurus",https://youtube.com/watch?v=gFHLO_2_THg,"Marco Lotti",https://youtube.com/channel/UClkPKm7mRyp_z5Z4zQ7x44Q
liked,"Jake Holmes - Dazed and Confused",https://youtube.com/watch?v=pTsvs-pAGDc,"hzh27",https://youtube.com/channel/UCks443OpINeTOnKlUSp0MVA
liked,"Oklou - god's chariots (official video)",https://youtube.com/watch?v=BvlJ3keIJdw,"Oklou",https://youtube.com/channel/UCPmfaXPGbC03r30Q5eR5atw
liked,[deleted],https://youtube.com/watch?v=yruMJv9eSUI,[deleted],[deleted]
liked,"dj kool herc - b-boy",https://youtube.com/watch?v=Kb3Tg0N2k7M,"MrAtika110",https://youtube.com/channel/UC1m0EGXubWANhjzoB4lD_Jw
disliked,"This Life",https://youtube.com/watch?v=3mBJRJG4llU,"Craig Connelly - Topic",https://youtube.com/channel/UC4O0S6vXjwzb2B2kd-kU64A
liked,"Circuit Breaker",https://youtube.com/watch?v=7K9Dd32Plqc,"Röyksopp - Topic",https://youtube.com/channel/UCavOXoVuq__PIq9W6E-xT6A
disliked,"What I See",https://youtube.com/watch?v=ixvq7DWyDBA,"Denis Kenzo - Topic",https://youtube.com/channel/UCFI2Q8L-urp85RcVFwW_kvA
disliked,"All I Want",https://youtube.com/watch?v=Ykkcv3AeOtI,"Ciaran McAuley - Topic",https://youtube.com/channel/UCUQKEaqeIGSti-pKR7DP94w
liked,"Ex:Re - The Dazzler",https://youtube.com/watch?v=UT2QNZ2MqFk,"elenatonraVEVO",https://youtube.com/channel/UCtSAyv4KGuva-xhvcd8ulJA
liked,"††† (Crosses) - Bitches Brew (Official Music Video)",https://youtube.com/watch?v=QBN-1Q0_Fiw,"Sumerian Records",https://youtube.com/channel/UCAtlZO9a52JIhQRyXDRLaZQ
liked,"Empire Of The Sun - Standing On The Shore (Bruno Be Remix)",https://youtube.com/watch?v=dMYXYVCui4k,"stanley stomper",https://youtube.com/channel/UCL0G4waXyNWUGobVe5MKEzQ
liked,"fwd/slash - Haiku",https://youtube.com/watch?v=JYKadCsMoqQ,"ChillYourMind",https://youtube.com/channel/UCmDM6zuSTROOnZnjlt2RJGQ
liked,"Cache & Đavo feat. Kruševac Geto - Automehaničar (Official video 2022)",https://youtube.com/watch?v=lLzsFm4jk0E,"Cache & Djavo",https://youtube.com/channel/UCdzsAUwCfJCoFdzbvSMmoPw
liked,"EarthLife - Grace (Original Mix)",https://youtube.com/watch?v=BHO0BJJ46jA,"Silver Mirror",https://youtube.com/channel/UCgM21QW_1hfVmxhhOaYFI3Q
liked,"Miss It So Much",https://youtube.com/watch?v=ExWt714616M,"Röyksopp - Topic",https://youtube.com/channel/UCavOXoVuq__PIq9W6E-xT6A
liked,"Baustelle - La guerra è finita (Official Video)",https://youtube.com/watch?v=Z29Q1ZPjXkI,"Warner Music Italy",https://youtube.com/channel/UC9PZVgJF-mX4aDDzLE4z5Zg
liked,"Röyksopp - 'Oh, Lover' ft. Susanne Sundfør (Official Visualiser)",https://youtube.com/watch?v=-s_6LjSmZqo,"Röyksopp",https://youtube.com/channel/UC9lmMDVtBa6Hppy8Ehfpwpg
liked,"MASK EĞİTİM - CSS EĞİTİMİ -VİRAJ SANATI -MEŞHUR  TWIST OF THE WRIST",https://youtube.com/watch?v=805vCBJOilw,"MASK mototypelifestyle",https://youtube.com/channel/UCDufBCap_R-xCiclK5bOFvQ
liked,[deleted],https://youtube.com/watch?v=DK9AoAAy7uM,[deleted],[deleted]
liked,"Melodic House Mix 2022 | Ben Böhmer, Nora En Pure, Eli & Fur, Korolova, Romain Garcia |  01",https://youtube.com/watch?v=qErChNhYAN8,"Melodizon",https://youtube.com/channel/UC1-fdOPyLXsmaVJ8fFh9cMg
liked,"Usually",https://youtube.com/watch?v=vnrFEM80Px4,"The Trash Can Sinatras - Topic",https://youtube.com/channel/UC62IKbtoSomO2Yo6uXeVElA
liked,"Hayfever",https://youtube.com/watch?v=KG_GUyI5mk4,"The Trash Can Sinatras - Topic",https://youtube.com/channel/UC62IKbtoSomO2Yo6uXeVElA
liked,"Afraid - The Neighbourhood Lyrics",https://youtube.com/watch?v=wqgyR0yBwek,"Cosmic 💫",https://youtube.com/channel/UC3okHsoOsLyssPKA2AF1SMA
liked,"Groove Theory - Tell Me (Artmann Edit)",https://youtube.com/watch?v=krGFQk2xceE,"House Six",https://youtube.com/channel/UCmx1efQv-oDoL_I_EPEMYUQ
liked,"Смысловые Галлюцинации - Вечно Молодой (Брат 2)",https://youtube.com/watch?v=K7lVYRZTzFA,"TokioDrifter1954",https://youtube.com/channel/UCoFjRjz93NRUPk6o4j858BQ
liked,"CICALA-MVTA Live in Tokyo Dec.28th 2015",https://youtube.com/watch?v=bcDMH8RHZZA,"JAZZART2011",https://youtube.com/channel/UCS3a9dxWjF57qN_Xs02lOVg
liked,"This is my Kingdom 'Come'",https://youtube.com/watch?v=12rT3uotaqk,"Blanco M.A.",https://youtube.com/channel/UCOC6yHo-ywjI5DCkQPHl5Aw
disliked,"Tangerine Dream - Rubycon [Full Album]",https://youtube.com/watch?v=jd6XL_IOS3I,"Auro Boris",https://youtube.com/channel/UCQLe39MEDvhRRS_dGWmOo1w
liked,"Pryda - The Truth (Original Mix)",https://youtube.com/watch?v=9f8LjrVgR3k,"LYCKA",https://youtube.com/channel/UCTV5id4EqWTPYcjl0CCKxtA
liked,"Ilario Alicante   - Vacaciones en Chile",https://youtube.com/watch?v=CuNx4xVRf0o,"TheEpirotica",https://youtube.com/channel/UC_630Y-I-h1vnqBkdB3W6oQ
liked,"Madame, Sfera Ebbasta - TU MI HAI CAPITO (Visual)",https://youtube.com/watch?v=SetXjv0_vv4,"MadameVEVO",https://youtube.com/channel/UCh6_bHafGtjjRNsbFc3D90g
liked,"Bižuterija",https://youtube.com/watch?v=eqm9L5P6r2s,"Jelena Rozga - Topic",https://youtube.com/channel/UCOLUh6L2DK9FXjF99Ygh6jw
liked,"Djomla KS & LuckyStars feat Vertify - Gajba Puna Piva",https://youtube.com/watch?v=_va88w_KTxo,"TAKE OVER MEDIA",https://youtube.com/channel/UCMh2zqMluytJV7OH4mFE-oA
liked,"CCCP - Huligani dangereux",https://youtube.com/watch?v=GfcDpXHn7ns,"Sfascia Chitarre",https://youtube.com/channel/UC08Bs5JMZdPngDyR7UuiWdQ
liked,"4 GUYS FROM THE FUTURE -Dont Help Me Up",https://youtube.com/watch?v=Hrv66THOXeY,"Underdog Records",https://youtube.com/channel/UCuPjsJ1zRAumr8DvJ4eGkug
liked,"SIDEMEN TINDER IN REAL LIFE 4 (USA YOUTUBE EDITION)",https://youtube.com/watch?v=B-gHb2gPGIs,"Sidemen",https://youtube.com/channel/UCDogdKl7t7NHzQ95aEwkdMw
liked,"The Zen Circus - Il fuoco in una stanza (Official Video)",https://youtube.com/watch?v=2u_7F_eD0h0,"TheZenCircus",https://youtube.com/channel/UCDvQxWZqH3DgeyKBNotgPsA
disliked,"Roman Messer -  Lost & Found ft. Roxanne Emery (Remedeus Remix)",https://youtube.com/watch?v=O_rYAAKQrhQ,"Remedeus",https://youtube.com/channel/UCovAfSSglezOlIzM-acLCFA
liked,"ooes — магия",https://youtube.com/watch?v=BWm77gIYPMk,"ooes",https://youtube.com/channel/UCzcsKRXMe96AaCfO4oOdxzw
liked,"ROYAL STREET ORCHESTRA feat. BOZO VRECO - Crne Oci - (OFFICIAL TRACK)",https://youtube.com/watch?v=rgN7gUcmfp4,"ROYAL STREET RECORDS",https://youtube.com/channel/UC-8L2HKxLYtFYe5GzbF2MKg
liked,"🇺🇦 🇵🇱 Гей, соколи! / Hej, sokoły! – Ukrainian/Polish folk song",https://youtube.com/watch?v=10Ha80EgaB0,"Eileen",https://youtube.com/channel/UCmIfqG3ZWcHuwMQ51bCb58g
liked,"VANESSA DA MATA &  BEN HARPER Boa Sorte / Good Luck (with Lyrics/avec paroles)",https://youtube.com/watch?v=AYVckvbdqKY,"Musik echoes",https://youtube.com/channel/UC4TaZPn2Xp4rCTfGD6z404w
liked,"The Tallest Man on Earth - Love is All (+lyrics)",https://youtube.com/watch?v=RP-V-5yD72Y,"Sound of freedom",https://youtube.com/channel/UCDjR5TSLxAQcXid5zWwN-QA
liked,"Dash Berlin featuring Kate Walsh - When You Were Around (Official Music Video)",https://youtube.com/watch?v=7cbdtvAa8XE,"Dash Berlin",https://youtube.com/channel/UCApnql05Ym89GCXAyv0WZxA
liked,"Nora En Pure | Graubünden, Switzerland",https://youtube.com/watch?v=El90OBILFBw,"Nora En Pure",https://youtube.com/channel/UCdUXAN90UQV4sxNehj5Vflw
liked,"Bastardi",https://youtube.com/watch?v=8RRixvxMhKk,"Faust'o - Topic",https://youtube.com/channel/UCl2jn2h4ONuEx7JEzegw3ww
liked,"Chrisma - Lola (1977)",https://youtube.com/watch?v=-oYuWoqOtBI,"EgeBamyasi007",https://youtube.com/channel/UCjmnBgRmxvP-OwVaJw7pzsg
liked,"Borghesia - Ljubav Je Hladnija Od Smrti [Full Album]",https://youtube.com/watch?v=ECBx82CXlXE,"CANNED",https://youtube.com/channel/UCu_bbp0s59v_oFAcKv-0QmQ
liked,"Lov͟e͟ ͟  F͟o͟r͟ever Changes 1967 Full Album HQ",https://youtube.com/watch?v=r7ekYEywyRw,"MazNour II",https://youtube.com/channel/UC-_0HkJG3-5n5NxlxGyZsDw
liked,"Breakdown (Lyric Video) - Rebelution",https://youtube.com/watch?v=t9LaAk4ohMM,"RebelutionMusic",https://youtube.com/channel/UC3Bx5A0GDGX0tgLl_yUQQFg
liked,[deleted],https://youtube.com/watch?v=E6Zfh9Al4OI,[deleted],[deleted]
liked,"More",https://youtube.com/watch?v=8yWx23szU0Y,"Jan Blomqvist - Topic",https://youtube.com/channel/UCQqqM3IZTj06Cnoz_um2obw
liked,"Один в каное - У мене немає дому | Odyn v kanoe - I have no home",https://youtube.com/watch?v=gw2nclcoFNE,"Один в каное",https://youtube.com/channel/UCVHOlMtc4e0rrQlJvjjnRmg
liked,"Алла Пугачева - Миллион Алых Роз_ Million of Scarlet Roses",https://youtube.com/watch?v=tXfQxidhVEg,"TDiana1",https://youtube.com/channel/UCJWV1FXplaR0r_mf9W3vCAQ
liked,[deleted],https://youtube.com/watch?v=ZqiY4Y2Vx0g,[deleted],[deleted]
liked,"Ukrainian Post-Punk Playlist | Український пост-панк",https://youtube.com/watch?v=p-90h7aLLwU,"Goths Worldwide",https://youtube.com/channel/UCJUDxVuNUMDmU_BNrLgEQgw
liked,"Inside Irpin: Russian Forces on Kyiv's Doorstep",https://youtube.com/watch?v=KOao41OlzaU,"VICE News",https://youtube.com/channel/UCZaT_X_mc0BI-djXOlfhqWQ
liked,"Алла Пугачёва - Старинные Часы",https://youtube.com/watch?v=cJ1TbbW89HU,"v a l e n t i n a",https://youtube.com/channel/UCh5Rqo5ney0SgPKBuBNfkPA
liked,"Enjoykin - Братишка",https://youtube.com/watch?v=u-OBGhuLJDE,"Enjoykin",https://youtube.com/channel/UCIIDymHgUB6wD91-h8wlZdQ
liked,"Украинский язык для русскоговорящих. Урок - 0 | АЛФАВИТ. ПРИВЕТСТВИЕ (АЛФАВІТ. ВІТАННЯ)",https://youtube.com/watch?v=EpPUNeqKtEQ,"Відмінні Оцінки",https://youtube.com/channel/UCoabgn_6QLwpDKe3n44F3_w
liked,"The Wellerman (Sea Shanty) - From TikTok to Epic Remix",https://youtube.com/watch?v=UgsurPg9Ckw,"The Kiffness",https://youtube.com/channel/UCFy846QdKs3LbLgBpSqPcdg
liked,"Орбахоса - Колискова для Ічі",https://youtube.com/watch?v=n0dBYqHvoLs,"OPБAXOCA",https://youtube.com/channel/UC8UYy0AmME0Q6LI0HPBicbw
liked,"Бумбокс Ой у лузі червона калина",https://youtube.com/watch?v=GBcJcdNqhhw,"Natali N",https://youtube.com/channel/UCELXl-OHf5kpbRxfLPzjwKA
